price,ev,equity,pv_cfs,pv_tv,tv_pct,fcf,growth_1,growth_2,terminal,wacc
579.9274,1279.136,1273.547,427.0551,852.0809,66.6,19.53842020429076,28.994036138040684,17.13147819065189,2.6577561584800167,9.881585494155315
744.5391,1640.6308,1635.0418,545.3942,1095.2366,66.8,26.23950844899143,28.008701105156565,18.015039924336435,3.2193222514225086,10.43247290279339
3737.1588,8212.5601,8206.9711,1170.7637,7041.7964,85.7,29.70167898323813,37.2329186025992,23.04075900934035,3.287070986444228,6.47892728483081
1880.5212,4135.2992,4129.7102,899.3204,3235.9788,78.3,27.20529291534605,34.25766075035951,21.06116744413531,2.188622033400468,7.0974564105744635
1485.9591,3268.8229,3263.2339,855.4926,2413.3303,73.8,29.595760975644644,33.78749837283259,21.712690876766096,3.1986580496072468,9.205075746629252
1326.6315,2918.9323,2913.3433,787.8858,2131.0465,73.0,29.15538321030083,31.828153015043537,19.42949982575411,2.5970641688419884,8.566216273389712
1672.2272,3677.8762,3672.2872,724.9226,2952.9536,80.3,24.37296473279008,33.72324533345312,19.15098839787068,3.8584644954225764,7.953441686002663
890.6405,1961.4761,1955.8871,608.6806,1352.7955,69.0,24.841832656892176,31.227115937749662,21.973552603520886,3.3406148686331676,10.612294977832013
798.6581,1759.4786,1753.8896,525.1967,1234.2819,70.2,19.863001079030553,32.958170720857254,21.645113215863436,3.2535816792807273,10.209886141896584
2624.1111,5768.2566,5762.6676,966.6898,4801.5668,83.2,23.57510138350257,38.209660597923396,27.443144619203803,3.5367587534387672,7.657646191762729
2500.8438,5497.5561,5491.9671,1213.8868,4283.6693,77.9,31.130143928735972,40.4533408120196,22.634356761938076,3.0128873592114545,8.182095459143875
616.7648,1360.0326,1354.4436,449.0474,910.9852,67.0,20.403979237434207,28.42407395901123,15.21935077002405,1.9522071834177444,8.873991444085894
2065.7718,4542.118,4536.529,947.5375,3594.5805,79.1,26.45616725662792,39.36406787135457,21.00748350311146,3.885167579510412,8.498465637271913
1250.5312,2751.8125,2746.2235,745.7837,2006.0288,72.9,25.36861859733388,35.70517051114565,18.816992166980786,3.1989131922412444,9.133838196599068
2159.8204,4748.653,4743.064,950.1964,3798.4566,80.0,27.4461783107483,34.62726601470528,25.93458524071121,3.1437752058951003,7.98591115385283
607.4138,1339.4974,1333.9084,485.4446,854.0528,63.8,23.16929231742837,30.424470769686124,17.07463762522641,3.5790872373322964,11.460454625462244
727.7503,1603.7619,1598.1729,531.3624,1072.3995,66.9,23.370158047869722,29.381248663132865,18.905501264188697,2.47582399993021,9.937479044612516
1178.4821,2593.5895,2588.0005,598.1081,1995.4814,76.9,26.336203050579407,27.321858956889542,20.156926331800342,4.294792642828982,9.115898620264495
763.5867,1682.4602,1676.8712,589.0606,1093.3996,65.0,24.071903493570883,33.91019769988699,20.988448772429713,3.6059839569742813,11.887265437662606
